household_id,year,county,annual_income_usd,rent_burden_ratio,eviction_notice,prior_homeless_experience,num_children,any_disability,eviction_filed_next_6mo
11784,2022,Loudoun,35177.74,0.493,0,1,0.0,0,1
11785,2022,Loudoun,17404.87,0.291,0,0,2.0,0,0
11786,2022,Loudoun,25695.32,0.153,0,1,3.0,0,0
11787,2022,Loudoun,21192.65,0.575,0,0,0.0,0,0
11788,2022,Loudoun,25190.1,0.556,0,1,1.0,0,1
11789,2022,Loudoun,37414.71,0.531,0,0,1.0,0,1
11790,2022,Loudoun,52886.22,0.599,0,0,0.0,0,0
11791,2022,Loudoun,33233.3,0.53,0,0,0.0,0,0
11792,2022,Loudoun,27648.99,0.464,0,0,1.0,0,0
11793,2022,Loudoun,31176.13,0.168,0,0,2.0,0,0
11794,2022,Loudoun,36292.39,0.415,0,0,3.0,0,1
11795,2022,Loudoun,13973.26,0.352,0,0,0.0,0,1
11796,2022,Loudoun,43248.74,0.496,0,0,2.0,0,1
11797,2022,Loudoun,27598.64,0.272,0,0,1.0,0,0
11798,2022,Loudoun,6976.63,0.391,0,0,1.0,0,0
11799,2022,Loudoun,23978.51,0.392,0,0,1.0,0,0
11800,2022,Loudoun,45640.51,0.572,0,0,1.0,0,1
11801,2022,Loudoun,12557.2,0.162,0,0,1.0,0,0
11802,2022,Loudoun,18099.15,0.568,0,0,0.0,0,0
11803,2022,Loudoun,10395.01,0.348,0,0,0.0,0,0
11804,2022,Loudoun,,0.301,0,0,2.0,1,0
11805,2022,Loudoun,19735.15,0.33,0,0,1.0,0,0
11806,2022,Loudoun,18229.63,0.206,0,1,0.0,0,1
11807,2022,Loudoun,33930.08,0.23,0,0,,0,0
11808,2022,Loudoun,54527.13,0.224,0,0,1.0,0,1
11809,2022,Loudoun,13769.28,0.55,1,0,1.0,1,0
11810,2022,Loudoun,39289.44,0.53,0,0,3.0,0,1
11811,2022,Loudoun,39133.67,0.484,0,0,3.0,0,0
11812,2022,Loudoun,22222.85,0.367,0,0,0.0,1,0
11813,2022,Loudoun,15926.49,0.197,0,1,0.0,0,0
11814,2022,Loudoun,25702.35,0.419,0,0,2.0,0,0
11815,2022,Loudoun,27812.14,,0,0,0.0,0,0
11816,2022,Loudoun,31610.6,0.316,0,0,1.0,1,1
11817,2022,Loudoun,18801.11,0.355,0,0,1.0,0,0
11818,2022,Loudoun,21140.13,0.488,0,0,3.0,0,1
11819,2022,Loudoun,54574.64,0.22,0,0,0.0,0,1
11820,2022,Loudoun,50389.3,0.462,0,0,,1,1
11821,2022,Loudoun,17112.98,0.46,0,0,,0,0
11822,2022,Loudoun,15401.62,0.423,0,0,2.0,0,0
11823,2022,Loudoun,28817.3,0.234,0,0,2.0,0,0
11824,2022,Loudoun,22210.28,0.333,0,0,0.0,0,0
11825,2022,Loudoun,34268.83,0.26,0,0,2.0,0,0
11826,2022,Loudoun,12721.35,0.284,0,0,0.0,0,0
11827,2022,Loudoun,,0.352,0,0,2.0,0,0
11828,2022,Loudoun,50583.9,0.364,0,0,3.0,0,1
11829,2022,Loudoun,42215.74,0.343,0,0,0.0,1,1
11830,2022,Loudoun,31168.79,0.565,0,0,1.0,0,1
11831,2022,Loudoun,10787.76,0.179,0,0,1.0,0,0
11832,2022,Loudoun,12671.96,0.42,0,0,1.0,1,0
11833,2022,Loudoun,33608.07,0.326,0,0,1.0,0,0
11834,2022,Loudoun,24265.08,,0,0,0.0,0,0
11835,2022,Loudoun,10721.31,0.174,0,0,1.0,0,0
11836,2022,Loudoun,21947.63,0.388,0,0,1.0,0,0
11837,2022,Loudoun,6366.01,0.354,0,0,5.0,0,0
11838,2022,Loudoun,21518.92,0.245,0,0,0.0,0,1
11839,2022,Loudoun,,0.554,0,0,1.0,0,1
11840,2022,Loudoun,34123.7,0.567,0,1,2.0,0,1
11841,2022,Loudoun,18860.06,0.43,0,0,0.0,0,0
11842,2022,Loudoun,9439.18,0.183,0,0,0.0,0,0
11843,2022,Loudoun,,0.177,0,0,,0,0
11844,2022,Loudoun,77925.24,0.261,0,0,0.0,0,1
11845,2022,Loudoun,18408.85,0.238,1,0,0.0,0,0
11846,2022,Loudoun,38988.71,0.374,0,0,1.0,0,0
11847,2022,Loudoun,16919.15,0.296,0,0,1.0,0,1
11848,2022,Loudoun,14027.75,0.38,0,0,5.0,0,0
11849,2022,Loudoun,17310.49,0.182,0,0,1.0,0,0
11850,2022,Loudoun,33862.9,0.154,0,1,3.0,1,1
11851,2022,Loudoun,15846.18,0.477,0,0,2.0,0,0
11852,2022,Loudoun,9832.62,0.228,0,0,1.0,1,0
11853,2022,Loudoun,17634.61,0.479,0,0,3.0,0,0
11854,2022,Loudoun,14297.2,0.433,1,0,0.0,0,0
11855,2022,Loudoun,34920.81,0.178,0,0,0.0,0,0
11856,2022,Loudoun,23857.26,0.196,0,0,0.0,0,0
11857,2022,Loudoun,46265.39,0.248,0,0,1.0,0,0
11858,2022,Loudoun,23627.03,0.579,0,0,1.0,0,0
11859,2022,Loudoun,15862.47,0.482,0,0,2.0,0,0
11860,2022,Loudoun,26320.85,0.52,0,0,0.0,0,0
11861,2022,Loudoun,22653.82,0.359,0,1,2.0,1,1
11862,2022,Loudoun,19687.89,0.376,0,0,2.0,0,0
11863,2022,Loudoun,36099.15,0.273,0,0,0.0,0,0
11864,2022,Loudoun,26419.89,0.541,0,0,0.0,0,1
11865,2022,Loudoun,28421.17,0.36,0,0,1.0,0,0
11866,2022,Loudoun,46853.15,0.19,0,0,1.0,0,0
11867,2022,Loudoun,27366.19,0.228,0,0,1.0,0,0
11868,2022,Loudoun,13527.63,0.337,0,0,0.0,0,0
11869,2022,Loudoun,32172.82,0.484,1,0,0.0,0,1
11870,2022,Loudoun,39986.74,0.389,0,0,0.0,0,0
11871,2022,Loudoun,12110.52,0.503,0,0,1.0,0,0
11872,2022,Loudoun,26590.72,,0,0,1.0,0,0
11873,2022,Loudoun,19417.34,0.291,0,0,1.0,0,0
11874,2022,Loudoun,48257.24,0.585,0,0,2.0,0,1
11875,2022,Loudoun,17334.37,0.498,1,0,0.0,0,0
11876,2022,Loudoun,10272.34,0.219,0,0,2.0,0,0
11877,2022,Loudoun,54275.29,0.336,0,0,0.0,0,0
11878,2022,Loudoun,10611.34,0.18,0,0,3.0,0,0
11879,2022,Loudoun,23445.73,0.34,0,0,0.0,1,0
11880,2022,Loudoun,12645.8,0.432,0,0,2.0,1,0
11881,2022,Loudoun,13334.45,0.375,0,0,1.0,0,0
11882,2022,Loudoun,43826.91,0.579,1,0,1.0,0,1
11883,2022,Loudoun,13344.02,0.278,0,0,0.0,0,0
11884,2022,Loudoun,15364.36,,0,0,0.0,0,0
11885,2022,Loudoun,16685.57,0.443,0,0,0.0,0,0
11886,2022,Loudoun,30365.24,0.267,0,0,1.0,0,0
11887,2022,Loudoun,11571.62,0.576,0,0,1.0,0,0
11888,2022,Loudoun,,0.595,0,0,0.0,0,1
11889,2022,Loudoun,20438.17,0.542,0,0,0.0,1,0
11890,2022,Loudoun,9945.79,0.237,0,0,0.0,0,0
11891,2022,Loudoun,21836.02,0.439,0,0,2.0,0,1
11892,2022,Loudoun,20431.35,0.369,0,0,0.0,0,0
11893,2022,Loudoun,16245.78,0.419,0,0,0.0,0,0
11894,2022,Loudoun,17777.68,0.49,0,0,1.0,0,0
11895,2022,Loudoun,37584.71,0.518,0,0,0.0,0,1
11896,2022,Loudoun,35788.87,0.496,0,0,0.0,0,1
11897,2022,Loudoun,,0.283,0,0,3.0,0,0
11898,2022,Loudoun,17612.73,0.525,0,0,1.0,0,0
11899,2022,Loudoun,40511.15,0.577,0,0,4.0,0,1
11900,2022,Loudoun,16965.45,0.298,0,0,3.0,0,0
11901,2022,Loudoun,7593.52,0.529,0,0,2.0,0,0
11902,2022,Loudoun,19040.7,0.339,0,0,3.0,0,0
11903,2022,Loudoun,27866.94,0.393,0,0,1.0,0,0
11904,2022,Loudoun,46990.39,0.316,0,0,1.0,0,0
11905,2022,Loudoun,32278.17,0.577,0,0,2.0,1,1
11906,2022,Loudoun,6618.53,0.554,0,0,0.0,0,0
11907,2022,Loudoun,22202.44,0.424,0,0,1.0,0,0
11908,2022,Loudoun,27925.68,0.592,0,0,0.0,0,0
11909,2022,Loudoun,22603.48,0.323,0,0,1.0,0,0
11910,2022,Loudoun,31012.68,0.536,0,0,1.0,1,1
11911,2022,Loudoun,23885.26,0.296,1,0,3.0,0,0
11912,2022,Loudoun,43581.25,0.347,0,0,2.0,0,1
11913,2022,Loudoun,18084.39,0.285,0,0,1.0,1,0
11914,2022,Loudoun,30777.45,0.166,0,0,2.0,0,0
11915,2022,Loudoun,17845.97,0.575,0,0,2.0,0,0
11916,2022,Loudoun,31807.84,0.424,0,0,0.0,0,1
11917,2022,Loudoun,13986.24,0.551,0,0,2.0,1,0
11918,2022,Loudoun,16395.79,0.181,0,0,1.0,0,0
11919,2022,Loudoun,22239.6,0.424,0,0,0.0,0,0
11920,2022,Loudoun,13911.76,0.452,0,0,0.0,0,0
11921,2022,Loudoun,13490.31,0.565,1,1,2.0,0,0
11922,2022,Loudoun,7268.79,0.349,0,0,1.0,1,0
11923,2022,Loudoun,33712.25,0.266,0,0,0.0,0,0
11924,2022,Loudoun,43104.75,0.414,0,0,1.0,0,0
11925,2022,Loudoun,19240.01,0.368,0,0,1.0,0,0
11926,2022,Loudoun,23763.92,0.475,1,0,0.0,0,0
11927,2022,Loudoun,15630.34,0.345,0,0,1.0,0,0
11928,2022,Loudoun,16920.44,0.263,0,0,3.0,0,0
11929,2022,Loudoun,16605.69,0.586,0,0,1.0,0,0
11930,2022,Loudoun,9672.39,0.412,0,0,1.0,0,0
11931,2022,Loudoun,21745.21,0.158,0,0,0.0,1,0
11932,2022,Loudoun,44373.1,0.505,0,0,2.0,0,1
11933,2022,Loudoun,27666.68,0.334,0,0,1.0,0,0
11934,2022,Loudoun,22637.7,0.507,0,0,1.0,0,0
11935,2022,Loudoun,16301.35,0.47,0,0,3.0,0,0
11936,2022,Loudoun,33243.81,0.251,0,0,2.0,0,1
11937,2022,Loudoun,29067.21,0.382,0,0,2.0,0,0
11938,2022,Loudoun,28747.77,0.587,1,0,2.0,0,1
11939,2022,Loudoun,21961.56,0.216,0,0,1.0,1,0
11940,2022,Loudoun,,0.282,0,0,1.0,1,0
11941,2022,Loudoun,19397.95,0.462,0,0,7.0,0,0
11942,2022,Loudoun,21324.15,0.541,0,0,1.0,0,0
11943,2022,Loudoun,24406.2,0.527,0,0,0.0,0,0
11944,2022,Loudoun,11603.64,0.244,0,0,0.0,0,0
11945,2022,Loudoun,46153.62,,0,0,0.0,0,1
11946,2022,Loudoun,66444.69,0.32,0,0,,0,1
11947,2022,Loudoun,15419.43,0.315,0,0,0.0,0,0
11948,2022,Loudoun,86184.87,0.274,0,0,0.0,0,1
11949,2022,Loudoun,11140.0,0.3,0,0,2.0,0,0
11950,2022,Loudoun,22448.56,0.547,0,0,4.0,0,1
11951,2022,Loudoun,23671.48,0.398,0,0,1.0,0,0
11952,2022,Loudoun,41759.25,0.36,0,0,1.0,0,1
11953,2022,Loudoun,18039.82,0.488,0,1,2.0,0,0
11954,2022,Loudoun,27133.93,0.354,0,0,,0,0
11955,2022,Loudoun,7928.59,0.494,1,0,1.0,0,0
11956,2022,Loudoun,35612.28,0.402,0,0,1.0,0,1
11957,2022,Loudoun,21258.57,0.529,0,0,0.0,0,0
11958,2022,Loudoun,11688.16,0.569,1,0,0.0,0,0
11959,2022,Loudoun,15761.44,0.427,0,0,2.0,0,1
11960,2022,Loudoun,28534.78,0.46,0,0,1.0,0,0
11961,2022,Loudoun,15732.85,0.502,0,0,3.0,0,0
11962,2022,Loudoun,36107.76,0.151,0,0,0.0,1,0
11963,2022,Loudoun,22740.68,0.365,0,0,1.0,0,0
11964,2022,Loudoun,19774.49,0.286,0,0,1.0,0,0
11965,2022,Loudoun,58422.54,0.429,0,1,0.0,0,0
11966,2022,Loudoun,23133.57,0.596,0,0,1.0,0,1
11967,2022,Loudoun,36843.13,0.413,0,0,0.0,1,1
11968,2022,Loudoun,24052.38,0.251,0,0,0.0,1,0
11969,2022,Loudoun,10370.06,0.321,0,0,2.0,0,0
11970,2022,Loudoun,,0.404,0,0,0.0,0,0
11971,2022,Loudoun,23698.17,0.287,0,0,0.0,0,0
11972,2022,Loudoun,36994.74,0.168,0,0,2.0,0,0
11973,2022,Loudoun,22067.99,0.563,0,0,1.0,0,0
11974,2022,Loudoun,19247.37,0.396,0,0,3.0,0,0
11975,2022,Loudoun,24995.18,0.597,0,0,1.0,0,1
11976,2022,Loudoun,10519.05,0.574,0,0,0.0,1,0
11977,2022,Loudoun,25725.54,0.332,0,0,0.0,0,0
11978,2022,Loudoun,44280.47,0.159,0,0,0.0,0,0
11979,2022,Loudoun,33863.49,0.517,0,0,2.0,1,1
11980,2022,Loudoun,15555.62,0.589,1,0,1.0,1,1
11981,2022,Loudoun,13760.15,0.575,0,0,1.0,1,0
11982,2022,Loudoun,,0.472,0,0,3.0,1,0
11983,2022,Loudoun,29187.32,0.317,0,0,0.0,0,1
11984,2022,Loudoun,18306.8,0.496,1,0,2.0,0,0
11985,2022,Loudoun,25782.6,0.165,0,0,1.0,0,0
11986,2022,Loudoun,7187.54,0.498,0,0,0.0,0,0
11987,2022,Loudoun,,0.576,0,0,0.0,0,0
11988,2022,Loudoun,16146.08,0.432,0,0,1.0,0,0
11989,2022,Loudoun,13746.21,0.25,0,0,1.0,0,0
11990,2022,Loudoun,33788.23,0.248,0,0,0.0,0,0
11991,2022,Loudoun,17370.38,0.493,0,0,5.0,0,1
11992,2022,Loudoun,22398.99,0.248,0,0,1.0,1,0
11993,2022,Loudoun,17839.54,0.531,0,0,1.0,0,0
11994,2022,Loudoun,55530.32,0.308,0,0,0.0,0,0
11995,2022,Loudoun,37928.91,0.183,0,0,0.0,0,0
11996,2022,Loudoun,33475.41,,0,0,0.0,0,1
11997,2022,Loudoun,20658.89,,0,0,1.0,0,0
11998,2022,Loudoun,67221.48,0.459,0,0,1.0,0,1
11999,2022,Loudoun,18467.37,0.385,0,0,1.0,0,0
12000,2022,Loudoun,42847.47,0.277,0,0,0.0,0,0
12001,2022,Loudoun,18589.13,0.525,1,0,1.0,0,1
12002,2022,Loudoun,21646.74,,0,0,2.0,0,0
12003,2022,Loudoun,19114.58,0.186,0,0,2.0,0,1
12004,2022,Loudoun,35067.1,0.568,0,0,0.0,0,1
12005,2022,Loudoun,13039.18,0.465,1,0,0.0,0,0
12006,2022,Loudoun,25956.94,0.296,0,0,3.0,0,0
12007,2022,Loudoun,13526.3,0.595,0,0,1.0,0,0
12008,2022,Loudoun,13269.21,0.222,0,0,0.0,1,0
12009,2022,Loudoun,12706.74,0.312,0,0,1.0,0,0
12010,2022,Loudoun,17652.65,0.16,0,0,1.0,0,0
12011,2022,Loudoun,24816.87,0.475,0,0,1.0,0,1
12012,2022,Loudoun,14145.81,0.457,1,0,1.0,0,0
12013,2022,Loudoun,24979.08,0.455,0,1,1.0,0,1
12014,2022,Loudoun,14191.85,0.483,0,0,0.0,0,0
12015,2022,Loudoun,20588.29,0.287,0,0,1.0,0,0
12016,2022,Loudoun,17465.36,0.224,0,0,0.0,0,0
12017,2022,Loudoun,17410.45,0.192,0,0,2.0,0,0
12018,2022,Loudoun,19270.86,0.465,0,0,2.0,0,0
12019,2022,Loudoun,35468.49,0.416,0,0,1.0,0,0
12020,2022,Loudoun,35535.05,0.423,0,0,2.0,0,0
12021,2022,Loudoun,13286.2,0.581,0,0,0.0,0,0
12022,2022,Loudoun,14143.62,0.345,0,0,3.0,0,0
12023,2022,Loudoun,9155.55,0.206,0,0,3.0,0,0
12024,2022,Loudoun,16173.05,0.492,0,0,0.0,0,1
12025,2022,Loudoun,17178.83,0.464,0,1,3.0,0,0
12026,2022,Loudoun,22181.06,0.447,0,0,0.0,0,0
12027,2022,Loudoun,63618.4,0.435,0,0,0.0,0,0
12028,2022,Loudoun,11213.13,0.457,1,0,0.0,0,0
12029,2022,Loudoun,24999.96,0.333,0,0,1.0,0,0
12030,2022,Loudoun,8063.74,0.397,0,0,0.0,0,0
12031,2022,Loudoun,16738.6,0.181,0,0,1.0,0,0
12032,2022,Loudoun,19103.08,0.404,0,0,1.0,0,0
12033,2022,Loudoun,24003.88,0.485,0,0,2.0,0,0
12034,2022,Loudoun,27874.94,0.389,0,0,1.0,1,1
12035,2022,Loudoun,31808.3,0.48,1,0,1.0,0,0
12036,2022,Loudoun,23363.31,0.506,0,0,1.0,0,0
12037,2022,Loudoun,13095.4,0.245,0,0,3.0,0,0
12038,2022,Loudoun,43838.22,0.29,0,0,0.0,0,0
12039,2022,Loudoun,24356.0,0.373,0,0,0.0,0,0
12040,2022,Loudoun,26302.23,0.197,0,0,0.0,0,0
12041,2022,Loudoun,29589.69,0.448,0,0,2.0,0,1
12042,2022,Loudoun,21953.86,0.478,0,0,0.0,0,1
12043,2022,Loudoun,21765.43,0.398,0,0,0.0,0,0
12044,2022,Loudoun,11044.79,0.189,0,0,2.0,0,0
12045,2022,Loudoun,19608.15,0.451,0,0,3.0,1,0
12046,2022,Loudoun,19115.03,0.209,0,0,1.0,1,0
12047,2022,Loudoun,29923.83,0.45,0,0,1.0,0,0
12048,2022,Loudoun,10838.38,0.213,0,0,0.0,1,0
12049,2022,Loudoun,21125.52,0.2,0,0,2.0,0,0
12050,2022,Loudoun,18553.87,0.563,0,0,1.0,0,0
12051,2022,Loudoun,18391.38,0.477,0,0,0.0,1,0
12052,2022,Loudoun,34135.84,0.395,0,0,1.0,0,0
12053,2022,Loudoun,29349.79,0.276,0,0,1.0,0,0
12054,2022,Loudoun,13591.16,0.212,0,0,0.0,0,0
12055,2022,Loudoun,20035.28,0.228,0,0,0.0,1,0
12056,2022,Loudoun,6222.19,0.408,0,0,1.0,0,0
12057,2022,Loudoun,12906.0,0.158,0,0,1.0,0,0
12058,2022,Loudoun,37296.51,0.445,1,0,6.0,0,0
12059,2022,Loudoun,63898.56,0.37,0,0,1.0,1,1
12060,2022,Loudoun,26077.51,0.292,0,0,0.0,0,0
12061,2022,Loudoun,27126.78,,0,0,1.0,0,0
12062,2022,Loudoun,34061.48,0.53,0,0,0.0,0,0
12063,2022,Loudoun,22576.14,0.154,0,0,0.0,1,0
12064,2022,Loudoun,21834.39,0.249,0,0,0.0,1,0
12065,2022,Loudoun,9876.76,0.187,0,0,0.0,0,0
12066,2022,Loudoun,19134.92,0.586,1,0,1.0,0,0
12067,2022,Loudoun,21959.81,0.528,1,0,0.0,0,0
12068,2022,Loudoun,49852.33,0.399,0,0,0.0,0,0
12069,2022,Loudoun,36559.22,0.177,0,0,1.0,0,0
12070,2022,Loudoun,11377.39,0.568,0,0,1.0,1,0
12071,2022,Loudoun,36071.45,0.553,0,0,0.0,1,0
12072,2022,Loudoun,41167.09,0.489,1,0,2.0,0,0
12073,2022,Loudoun,16132.43,0.171,0,0,0.0,0,0
12074,2022,Loudoun,87837.93,0.299,0,0,1.0,0,0
12075,2022,Loudoun,41583.99,0.468,0,0,3.0,0,1
12076,2022,Loudoun,12189.17,0.197,0,0,1.0,0,1
12077,2022,Loudoun,,0.281,0,0,0.0,0,0
12078,2022,Loudoun,15130.81,0.316,0,0,1.0,0,1
12079,2022,Loudoun,30026.28,0.326,0,0,4.0,0,0
12080,2022,Loudoun,19199.1,0.384,1,0,0.0,0,0
12081,2022,Loudoun,,0.563,1,0,2.0,0,1
12082,2022,Loudoun,53780.68,0.205,0,0,2.0,1,1
12083,2022,Loudoun,14357.09,0.336,0,0,2.0,0,0
12084,2022,Loudoun,14458.12,0.249,0,0,0.0,0,0
12085,2022,Loudoun,17639.86,0.406,0,0,2.0,0,0
12086,2022,Loudoun,20296.15,0.295,0,0,1.0,0,0
12087,2022,Loudoun,18490.6,0.313,1,0,2.0,0,0
12088,2022,Loudoun,40337.34,0.359,0,0,2.0,0,0
12089,2022,Loudoun,18897.96,0.17,0,0,0.0,0,0
12090,2022,Loudoun,27265.98,0.382,0,0,1.0,1,0
12091,2022,Loudoun,15634.94,0.596,0,0,1.0,0,0
12092,2022,Loudoun,13883.28,0.361,0,0,2.0,0,0
12093,2022,Loudoun,21243.06,0.565,0,0,1.0,0,1
12094,2022,Loudoun,26947.6,0.481,0,0,0.0,0,0
12095,2022,Loudoun,34548.85,0.247,0,0,2.0,0,0
12096,2022,Loudoun,26735.94,0.264,0,0,1.0,0,1
12097,2022,Loudoun,42883.7,0.488,0,0,2.0,0,1
12098,2022,Loudoun,8918.02,0.472,1,0,2.0,0,0
12099,2022,Loudoun,20542.33,0.486,1,0,2.0,0,0
12100,2022,Loudoun,23002.25,0.429,0,0,3.0,0,1
12101,2022,Loudoun,31936.27,0.457,0,1,0.0,0,0
12102,2022,Loudoun,39572.95,0.585,0,0,2.0,0,0
12103,2022,Loudoun,28256.2,0.594,0,0,0.0,0,1
12104,2022,Loudoun,19203.8,0.339,0,0,0.0,1,0
12105,2022,Loudoun,18733.32,0.326,0,0,1.0,0,0
12106,2022,Loudoun,19468.85,0.459,0,0,1.0,0,0
12107,2022,Loudoun,10094.88,0.507,0,0,2.0,0,1
12108,2022,Loudoun,29908.09,0.167,0,0,3.0,0,0
12109,2022,Loudoun,51924.4,0.369,0,0,0.0,0,1
12110,2022,Loudoun,23451.63,0.457,1,0,2.0,0,0
12111,2022,Loudoun,16251.22,0.476,0,0,1.0,0,0
12112,2022,Loudoun,20073.54,0.562,0,0,0.0,1,0
12113,2022,Loudoun,10061.55,0.414,0,0,0.0,0,0
12114,2022,Loudoun,34200.44,0.535,1,0,0.0,0,1
12115,2022,Loudoun,15635.23,0.152,0,0,1.0,0,0
12116,2022,Loudoun,25028.74,0.387,0,0,1.0,1,0
12117,2022,Loudoun,33814.53,0.38,0,0,1.0,0,0
12118,2022,Loudoun,52103.23,0.473,0,0,1.0,0,1
12119,2022,Loudoun,44844.07,0.319,0,0,1.0,0,1
12120,2022,Loudoun,43644.2,0.567,1,0,0.0,1,0
12121,2022,Loudoun,19337.18,0.527,0,1,2.0,0,1
12122,2022,Loudoun,6246.53,0.528,0,0,1.0,0,0
12123,2022,Loudoun,22211.24,0.228,0,0,1.0,0,0
12124,2022,Loudoun,21366.02,0.281,0,0,1.0,0,1
12125,2022,Loudoun,24225.35,0.224,1,0,2.0,0,0
12126,2022,Loudoun,21676.94,0.385,0,0,0.0,0,0
12127,2022,Loudoun,12855.54,0.391,0,0,0.0,0,0
12128,2022,Loudoun,11027.01,0.171,0,0,2.0,0,0
12129,2022,Loudoun,40657.54,0.317,0,0,2.0,0,0
12130,2022,Loudoun,14280.65,,0,0,1.0,0,0
12131,2022,Loudoun,15067.14,0.207,0,0,0.0,0,0
12132,2022,Loudoun,32146.02,,0,0,3.0,0,1
12133,2022,Loudoun,80308.9,0.576,0,0,0.0,0,1
12134,2022,Loudoun,28434.4,,0,0,1.0,0,1
12135,2022,Loudoun,26609.08,0.217,0,0,,0,0
12136,2022,Loudoun,24534.4,0.503,0,0,2.0,1,0
12137,2022,Loudoun,27387.49,0.427,0,0,0.0,0,0
12138,2022,Loudoun,25132.9,0.532,0,0,0.0,0,0
12139,2022,Loudoun,18081.78,0.443,0,0,0.0,1,0
12140,2022,Loudoun,30292.84,0.569,0,0,2.0,0,1
12141,2022,Loudoun,23975.08,0.55,0,0,4.0,0,1
12142,2022,Loudoun,12807.22,0.202,0,0,1.0,0,0
12143,2022,Loudoun,21967.84,0.507,0,0,1.0,0,0
12144,2022,Loudoun,22512.41,0.345,0,0,2.0,0,0
12145,2022,Loudoun,23621.5,0.444,0,0,1.0,0,0
12146,2022,Loudoun,60118.38,0.376,0,0,1.0,0,1
12147,2022,Loudoun,38846.0,0.591,1,0,,1,0
12148,2022,Loudoun,11039.39,0.357,0,0,0.0,0,0
12149,2022,Loudoun,9839.32,0.277,0,0,4.0,0,0
12150,2022,Loudoun,44404.89,0.564,0,0,1.0,0,0
12151,2022,Loudoun,27285.95,0.395,0,0,3.0,0,0
12152,2022,Loudoun,7072.22,0.229,0,0,0.0,0,0
12153,2022,Loudoun,9951.76,0.572,0,0,1.0,0,0
12154,2022,Loudoun,34898.87,0.154,0,0,0.0,0,0
12155,2022,Loudoun,19847.75,0.256,0,0,2.0,0,0
12156,2022,Loudoun,29557.32,0.217,1,0,1.0,0,1
12157,2022,Loudoun,23181.38,0.44,0,0,0.0,0,0
12158,2022,Loudoun,8307.89,0.389,0,0,0.0,0,0
12159,2022,Loudoun,21989.52,0.476,1,0,2.0,0,1
12160,2022,Loudoun,19898.94,0.229,0,1,1.0,0,0
12161,2022,Loudoun,25721.78,0.533,0,0,0.0,1,0
12162,2022,Loudoun,22839.04,0.52,1,0,1.0,0,1
12163,2022,Loudoun,27248.01,0.303,0,0,3.0,0,0
12164,2022,Loudoun,54965.44,0.234,0,0,1.0,0,0
12165,2022,Loudoun,15417.88,0.573,0,0,2.0,0,0
12166,2022,Loudoun,51233.86,0.54,1,1,0.0,0,1
12167,2022,Loudoun,16269.03,0.261,0,0,2.0,0,0
12168,2022,Loudoun,7784.26,0.592,1,0,1.0,0,0
12169,2022,Loudoun,14800.44,0.498,0,0,0.0,0,0
12170,2022,Loudoun,24499.7,0.472,0,0,0.0,0,1
12171,2022,Loudoun,16567.26,0.425,0,0,1.0,1,0
12172,2022,Loudoun,18709.58,0.355,0,0,3.0,0,0
12173,2022,Loudoun,27300.91,0.344,0,0,2.0,0,0
12174,2022,Loudoun,42569.29,0.396,0,0,2.0,0,1
12175,2022,Loudoun,20135.54,0.347,0,1,2.0,0,0
12176,2022,Loudoun,19430.66,0.383,0,0,0.0,0,0
12177,2022,Loudoun,56826.11,0.451,0,0,0.0,1,1
12178,2022,Loudoun,21986.8,0.249,0,0,3.0,0,1
12179,2022,Loudoun,24041.4,0.275,0,0,4.0,0,0
12180,2022,Loudoun,,0.544,0,0,0.0,0,0
12181,2022,Loudoun,22362.36,0.258,0,0,1.0,0,0
12182,2022,Loudoun,20113.71,0.33,0,0,0.0,0,0
12183,2022,Loudoun,29020.25,0.398,0,0,1.0,1,0
12184,2022,Loudoun,15100.5,,0,0,2.0,0,0
12185,2022,Loudoun,56857.42,0.202,0,1,2.0,0,0
12186,2022,Loudoun,28177.01,0.227,0,1,1.0,0,0
12187,2022,Loudoun,25949.55,0.37,0,0,3.0,0,0
12188,2022,Loudoun,34331.26,0.355,0,0,3.0,0,1
12189,2022,Loudoun,20326.23,0.553,0,0,2.0,0,0
12190,2022,Loudoun,36595.87,0.315,0,0,0.0,0,1
12191,2022,Loudoun,7774.79,0.561,0,0,0.0,0,0
12192,2022,Loudoun,44081.47,0.41,0,0,2.0,0,1
12193,2022,Loudoun,9116.93,0.212,0,0,1.0,0,0
12194,2022,Loudoun,11798.28,0.15,0,0,0.0,0,0
12195,2022,Loudoun,24426.12,0.363,0,0,0.0,0,0
12196,2022,Loudoun,23509.94,0.532,1,1,3.0,0,0
12197,2022,Loudoun,22981.48,0.563,1,0,2.0,0,0
12198,2022,Loudoun,9782.9,0.33,0,0,3.0,0,0
12199,2022,Loudoun,7498.79,0.298,0,0,0.0,0,0
12200,2022,Loudoun,27369.61,0.459,1,0,1.0,0,1
12201,2022,Loudoun,23524.73,0.557,0,0,1.0,0,1
12202,2022,Loudoun,59276.85,0.562,0,0,0.0,0,1
12203,2022,Loudoun,24175.16,0.352,0,0,1.0,0,0
12204,2022,Loudoun,22308.44,0.558,0,0,2.0,1,1
12205,2022,Loudoun,12317.68,0.531,0,0,1.0,0,0
12206,2022,Loudoun,24955.96,0.169,0,0,0.0,1,0
12207,2022,Loudoun,17756.88,0.432,0,0,0.0,0,0
12208,2022,Loudoun,44277.54,0.471,0,0,1.0,0,1
